coffee_type,size,sugar,sugar_type,milk,extra,cost
filter,single,very sweet,honey,oat,caramel syrup,3.0
filter,single,very sweet,honey,oat,hazelnut syrup,3.0
filter,single,very sweet,honey,oat,vanilla syrup,3.0
filter,single,very sweet,honey,oat,cinnamon powder,2.7
filter,single,very sweet,honey,oat,chocolate powder,2.7
irish coffee,single,,white,,,3.3000000000000003
irish coffee,single,,white,,chocolate syrup,3.6
irish coffee,single,,white,,strawberry syrup,3.6
irish coffee,single,,white,,caramel syrup,3.6
irish coffee,single,,white,,hazelnut syrup,3.6
irish coffee,single,,white,,vanilla syrup,3.6
irish coffee,single,,white,,cinnamon powder,3.3000000000000003
irish coffee,single,,white,,chocolate powder,3.3000000000000003
irish coffee,single,,white,fresh,,3.3000000000000003
irish coffee,single,,white,fresh,chocolate syrup,3.6
irish coffee,single,,white,fresh,strawberry syrup,3.6
irish coffee,single,,white,fresh,caramel syrup,3.6
irish coffee,single,,white,fresh,hazelnut syrup,3.6
irish coffee,single,,white,fresh,vanilla syrup,3.6
irish coffee,single,,white,fresh,cinnamon powder,3.3000000000000003
irish coffee,single,,white,fresh,chocolate powder,3.3000000000000003
irish coffee,single,,white,evapore,,3.3000000000000003
irish coffee,single,,white,evapore,chocolate syrup,3.6
irish coffee,single,,white,evapore,strawberry syrup,3.6
irish coffee,single,,white,evapore,caramel syrup,3.6
irish coffee,single,,white,evapore,hazelnut syrup,3.6
irish coffee,single,,white,evapore,vanilla syrup,3.6
irish coffee,single,,white,evapore,cinnamon powder,3.3000000000000003
irish coffee,single,,white,evapore,chocolate powder,3.3000000000000003
irish coffee,single,,white,almond,,3.7
irish coffee,single,,white,almond,chocolate syrup,4.0
irish coffee,single,,white,almond,strawberry syrup,4.0
irish coffee,single,,white,almond,caramel syrup,4.0
irish coffee,single,,white,almond,hazelnut syrup,4.0
irish coffee,single,,white,almond,vanilla syrup,4.0
irish coffee,single,,white,almond,cinnamon powder,3.7
irish coffee,single,,white,almond,chocolate powder,3.7
irish coffee,single,,white,coconut,,3.7
irish coffee,single,,white,coconut,chocolate syrup,4.0
irish coffee,single,,white,coconut,strawberry syrup,4.0
irish coffee,single,,white,coconut,caramel syrup,4.0
irish coffee,single,,white,coconut,hazelnut syrup,4.0
irish coffee,single,,white,coconut,vanilla syrup,4.0
irish coffee,single,,white,coconut,cinnamon powder,3.7
irish coffee,single,,white,coconut,chocolate powder,3.7
irish coffee,single,,white,oat,,3.7
irish coffee,single,,white,oat,chocolate syrup,4.0
irish coffee,single,,white,oat,strawberry syrup,4.0
irish coffee,single,,white,oat,caramel syrup,4.0
irish coffee,single,,white,oat,hazelnut syrup,4.0
irish coffee,single,,white,oat,vanilla syrup,4.0
irish coffee,single,,white,oat,cinnamon powder,3.7
irish coffee,single,,white,oat,chocolate powder,3.7
irish coffee,single,,brown,,,3.3000000000000003
irish coffee,single,,brown,,chocolate syrup,3.6
irish coffee,single,,brown,,strawberry syrup,3.6
irish coffee,single,,brown,,caramel syrup,3.6
irish coffee,single,,brown,,hazelnut syrup,3.6
irish coffee,single,,brown,,vanilla syrup,3.6
irish coffee,single,,brown,,cinnamon powder,3.3000000000000003
irish coffee,single,,brown,,chocolate powder,3.3000000000000003
irish coffee,single,,brown,fresh,,3.3000000000000003
irish coffee,single,,brown,fresh,chocolate syrup,3.6
irish coffee,single,,brown,fresh,strawberry syrup,3.6
irish coffee,single,,brown,fresh,caramel syrup,3.6
irish coffee,single,,brown,fresh,hazelnut syrup,3.6
irish coffee,single,,brown,fresh,vanilla syrup,3.6
irish coffee,single,,brown,fresh,cinnamon powder,3.3000000000000003
irish coffee,single,,brown,fresh,chocolate powder,3.3000000000000003
irish coffee,single,,brown,evapore,,3.3000000000000003
irish coffee,single,,brown,evapore,chocolate syrup,3.6
irish coffee,single,,brown,evapore,strawberry syrup,3.6
irish coffee,single,,brown,evapore,caramel syrup,3.6
irish coffee,single,,brown,evapore,hazelnut syrup,3.6
irish coffee,single,,brown,evapore,vanilla syrup,3.6
irish coffee,single,,brown,evapore,cinnamon powder,3.3000000000000003
irish coffee,single,,brown,evapore,chocolate powder,3.3000000000000003
irish coffee,single,,brown,almond,,3.7
irish coffee,single,,brown,almond,chocolate syrup,4.0
irish coffee,single,,brown,almond,strawberry syrup,4.0
irish coffee,single,,brown,almond,caramel syrup,4.0
irish coffee,single,,brown,almond,hazelnut syrup,4.0
irish coffee,single,,brown,almond,vanilla syrup,4.0
irish coffee,single,,brown,almond,cinnamon powder,3.7
irish coffee,single,,brown,almond,chocolate powder,3.7
irish coffee,single,,brown,coconut,,3.7
irish coffee,single,,brown,coconut,chocolate syrup,4.0
irish coffee,single,,brown,coconut,strawberry syrup,4.0
irish coffee,single,,brown,coconut,caramel syrup,4.0
irish coffee,single,,brown,coconut,hazelnut syrup,4.0
irish coffee,single,,brown,coconut,vanilla syrup,4.0
irish coffee,single,,brown,coconut,cinnamon powder,3.7
irish coffee,single,,brown,coconut,chocolate powder,3.7
irish coffee,single,,brown,oat,,3.7
irish coffee,single,,brown,oat,chocolate syrup,4.0
irish coffee,single,,brown,oat,strawberry syrup,4.0
irish coffee,single,,brown,oat,caramel syrup,4.0
irish coffee,single,,brown,oat,hazelnut syrup,4.0
irish coffee,single,,brown,oat,vanilla syrup,4.0
irish coffee,single,,brown,oat,cinnamon powder,3.7
irish coffee,single,,brown,oat,chocolate powder,3.7
irish coffee,single,,saccharin,,,3.3000000000000003
irish coffee,single,,saccharin,,chocolate syrup,3.6
irish coffee,single,,saccharin,,strawberry syrup,3.6
irish coffee,single,,saccharin,,caramel syrup,3.6
irish coffee,single,,saccharin,,hazelnut syrup,3.6
irish coffee,single,,saccharin,,vanilla syrup,3.6
irish coffee,single,,saccharin,,cinnamon powder,3.3000000000000003
irish coffee,single,,saccharin,,chocolate powder,3.3000000000000003
irish coffee,single,,saccharin,fresh,,3.3000000000000003
irish coffee,single,,saccharin,fresh,chocolate syrup,3.6
irish coffee,single,,saccharin,fresh,strawberry syrup,3.6
irish coffee,single,,saccharin,fresh,caramel syrup,3.6
irish coffee,single,,saccharin,fresh,hazelnut syrup,3.6
irish coffee,single,,saccharin,fresh,vanilla syrup,3.6
irish coffee,single,,saccharin,fresh,cinnamon powder,3.3000000000000003
irish coffee,single,,saccharin,fresh,chocolate powder,3.3000000000000003
irish coffee,single,,saccharin,evapore,,3.3000000000000003
irish coffee,single,,saccharin,evapore,chocolate syrup,3.6
irish coffee,single,,saccharin,evapore,strawberry syrup,3.6
irish coffee,single,,saccharin,evapore,caramel syrup,3.6
irish coffee,single,,saccharin,evapore,hazelnut syrup,3.6
irish coffee,single,,saccharin,evapore,vanilla syrup,3.6
irish coffee,single,,saccharin,evapore,cinnamon powder,3.3000000000000003
irish coffee,single,,saccharin,evapore,chocolate powder,3.3000000000000003
irish coffee,single,,saccharin,almond,,3.7
irish coffee,single,,saccharin,almond,chocolate syrup,4.0
irish coffee,single,,saccharin,almond,strawberry syrup,4.0
irish coffee,single,,saccharin,almond,caramel syrup,4.0
irish coffee,single,,saccharin,almond,hazelnut syrup,4.0
irish coffee,single,,saccharin,almond,vanilla syrup,4.0
irish coffee,single,,saccharin,almond,cinnamon powder,3.7
irish coffee,single,,saccharin,almond,chocolate powder,3.7
irish coffee,single,,saccharin,coconut,,3.7
irish coffee,single,,saccharin,coconut,chocolate syrup,4.0
irish coffee,single,,saccharin,coconut,strawberry syrup,4.0
irish coffee,single,,saccharin,coconut,caramel syrup,4.0
irish coffee,single,,saccharin,coconut,hazelnut syrup,4.0
irish coffee,single,,saccharin,coconut,vanilla syrup,4.0
irish coffee,single,,saccharin,coconut,cinnamon powder,3.7
irish coffee,single,,saccharin,coconut,chocolate powder,3.7
irish coffee,single,,saccharin,oat,,3.7
irish coffee,single,,saccharin,oat,chocolate syrup,4.0
irish coffee,single,,saccharin,oat,strawberry syrup,4.0
irish coffee,single,,saccharin,oat,caramel syrup,4.0
irish coffee,single,,saccharin,oat,hazelnut syrup,4.0
irish coffee,single,,saccharin,oat,vanilla syrup,4.0
irish coffee,single,,saccharin,oat,cinnamon powder,3.7
irish coffee,single,,saccharin,oat,chocolate powder,3.7
irish coffee,single,,stevia,,,3.3000000000000003
irish coffee,single,,stevia,,chocolate syrup,3.6
irish coffee,single,,stevia,,strawberry syrup,3.6
irish coffee,single,,stevia,,caramel syrup,3.6
irish coffee,single,,stevia,,hazelnut syrup,3.6
irish coffee,single,,stevia,,vanilla syrup,3.6
irish coffee,single,,stevia,,cinnamon powder,3.3000000000000003
irish coffee,single,,stevia,,chocolate powder,3.3000000000000003
irish coffee,single,,stevia,fresh,,3.3000000000000003
irish coffee,single,,stevia,fresh,chocolate syrup,3.6
irish coffee,single,,stevia,fresh,strawberry syrup,3.6
irish coffee,single,,stevia,fresh,caramel syrup,3.6
irish coffee,single,,stevia,fresh,hazelnut syrup,3.6
irish coffee,single,,stevia,fresh,vanilla syrup,3.6
irish coffee,single,,stevia,fresh,cinnamon powder,3.3000000000000003
irish coffee,single,,stevia,fresh,chocolate powder,3.3000000000000003
irish coffee,single,,stevia,evapore,,3.3000000000000003
irish coffee,single,,stevia,evapore,chocolate syrup,3.6
irish coffee,single,,stevia,evapore,strawberry syrup,3.6
irish coffee,single,,stevia,evapore,caramel syrup,3.6
irish coffee,single,,stevia,evapore,hazelnut syrup,3.6
irish coffee,single,,stevia,evapore,vanilla syrup,3.6
irish coffee,single,,stevia,evapore,cinnamon powder,3.3000000000000003
irish coffee,single,,stevia,evapore,chocolate powder,3.3000000000000003
irish coffee,single,,stevia,almond,,3.7
irish coffee,single,,stevia,almond,chocolate syrup,4.0
irish coffee,single,,stevia,almond,strawberry syrup,4.0
irish coffee,single,,stevia,almond,caramel syrup,4.0
irish coffee,single,,stevia,almond,hazelnut syrup,4.0
irish coffee,single,,stevia,almond,vanilla syrup,4.0
irish coffee,single,,stevia,almond,cinnamon powder,3.7
irish coffee,single,,stevia,almond,chocolate powder,3.7
irish coffee,single,,stevia,coconut,,3.7
irish coffee,single,,stevia,coconut,chocolate syrup,4.0
irish coffee,single,,stevia,coconut,strawberry syrup,4.0
irish coffee,single,,stevia,coconut,caramel syrup,4.0
irish coffee,single,,stevia,coconut,hazelnut syrup,4.0
irish coffee,single,,stevia,coconut,vanilla syrup,4.0
irish coffee,single,,stevia,coconut,cinnamon powder,3.7
irish coffee,single,,stevia,coconut,chocolate powder,3.7
irish coffee,single,,stevia,oat,,3.7
irish coffee,single,,stevia,oat,chocolate syrup,4.0
irish coffee,single,,stevia,oat,strawberry syrup,4.0
irish coffee,single,,stevia,oat,caramel syrup,4.0
irish coffee,single,,stevia,oat,hazelnut syrup,4.0
irish coffee,single,,stevia,oat,vanilla syrup,4.0
irish coffee,single,,stevia,oat,cinnamon powder,3.7
irish coffee,single,,stevia,oat,chocolate powder,3.7
irish coffee,single,,honey,,,3.6
irish coffee,single,,honey,,chocolate syrup,3.9000000000000004
irish coffee,single,,honey,,strawberry syrup,3.9000000000000004
irish coffee,single,,honey,,caramel syrup,3.9000000000000004
irish coffee,single,,honey,,hazelnut syrup,3.9000000000000004
irish coffee,single,,honey,,vanilla syrup,3.9000000000000004
irish coffee,single,,honey,,cinnamon powder,3.6
irish coffee,single,,honey,,chocolate powder,3.6
irish coffee,single,,honey,fresh,,3.6
irish coffee,single,,honey,fresh,chocolate syrup,3.9000000000000004
irish coffee,single,,honey,fresh,strawberry syrup,3.9000000000000004
irish coffee,single,,honey,fresh,caramel syrup,3.9000000000000004
irish coffee,single,,honey,fresh,hazelnut syrup,3.9000000000000004
irish coffee,single,,honey,fresh,vanilla syrup,3.9000000000000004
irish coffee,single,,honey,fresh,cinnamon powder,3.6
irish coffee,single,,honey,fresh,chocolate powder,3.6
irish coffee,single,,honey,evapore,,3.6
irish coffee,single,,honey,evapore,chocolate syrup,3.9000000000000004
irish coffee,single,,honey,evapore,strawberry syrup,3.9000000000000004
irish coffee,single,,honey,evapore,caramel syrup,3.9000000000000004
irish coffee,single,,honey,evapore,hazelnut syrup,3.9000000000000004
irish coffee,single,,honey,evapore,vanilla syrup,3.9000000000000004
irish coffee,single,,honey,evapore,cinnamon powder,3.6
irish coffee,single,,honey,evapore,chocolate powder,3.6
irish coffee,single,,honey,almond,,4.0
irish coffee,single,,honey,almond,chocolate syrup,4.3
irish coffee,single,,honey,almond,strawberry syrup,4.3
irish coffee,single,,honey,almond,caramel syrup,4.3
irish coffee,single,,honey,almond,hazelnut syrup,4.3
irish coffee,single,,honey,almond,vanilla syrup,4.3
irish coffee,single,,honey,almond,cinnamon powder,4.0
irish coffee,single,,honey,almond,chocolate powder,4.0
irish coffee,single,,honey,coconut,,4.0
irish coffee,single,,honey,coconut,chocolate syrup,4.3
irish coffee,single,,honey,coconut,strawberry syrup,4.3
irish coffee,single,,honey,coconut,caramel syrup,4.3
irish coffee,single,,honey,coconut,hazelnut syrup,4.3
irish coffee,single,,honey,coconut,vanilla syrup,4.3
irish coffee,single,,honey,coconut,cinnamon powder,4.0
irish coffee,single,,honey,coconut,chocolate powder,4.0
irish coffee,single,,honey,oat,,4.0
irish coffee,single,,honey,oat,chocolate syrup,4.3
irish coffee,single,,honey,oat,strawberry syrup,4.3
irish coffee,single,,honey,oat,caramel syrup,4.3
irish coffee,single,,honey,oat,hazelnut syrup,4.3
irish coffee,single,,honey,oat,vanilla syrup,4.3
irish coffee,single,,honey,oat,cinnamon powder,4.0
irish coffee,single,,honey,oat,chocolate powder,4.0
irish coffee,single,little,white,,,3.3000000000000003
irish coffee,single,little,white,,chocolate syrup,3.6
irish coffee,single,little,white,,strawberry syrup,3.6
irish coffee,single,little,white,,caramel syrup,3.6
irish coffee,single,little,white,,hazelnut syrup,3.6
irish coffee,single,little,white,,vanilla syrup,3.6
irish coffee,single,little,white,,cinnamon powder,3.3000000000000003
irish coffee,single,little,white,,chocolate powder,3.3000000000000003
irish coffee,single,little,white,fresh,,3.3000000000000003
irish coffee,single,little,white,fresh,chocolate syrup,3.6
irish coffee,single,little,white,fresh,strawberry syrup,3.6
irish coffee,single,little,white,fresh,caramel syrup,3.6
irish coffee,single,little,white,fresh,hazelnut syrup,3.6
irish coffee,single,little,white,fresh,vanilla syrup,3.6
irish coffee,single,little,white,fresh,cinnamon powder,3.3000000000000003
irish coffee,single,little,white,fresh,chocolate powder,3.3000000000000003
irish coffee,single,little,white,evapore,,3.3000000000000003
irish coffee,single,little,white,evapore,chocolate syrup,3.6
irish coffee,single,little,white,evapore,strawberry syrup,3.6
irish coffee,single,little,white,evapore,caramel syrup,3.6
irish coffee,single,little,white,evapore,hazelnut syrup,3.6
irish coffee,single,little,white,evapore,vanilla syrup,3.6
irish coffee,single,little,white,evapore,cinnamon powder,3.3000000000000003
irish coffee,single,little,white,evapore,chocolate powder,3.3000000000000003
irish coffee,single,little,white,almond,,3.7
irish coffee,single,little,white,almond,chocolate syrup,4.0
irish coffee,single,little,white,almond,strawberry syrup,4.0
irish coffee,single,little,white,almond,caramel syrup,4.0
irish coffee,single,little,white,almond,hazelnut syrup,4.0
irish coffee,single,little,white,almond,vanilla syrup,4.0
irish coffee,single,little,white,almond,cinnamon powder,3.7
irish coffee,single,little,white,almond,chocolate powder,3.7
irish coffee,single,little,white,coconut,,3.7
irish coffee,single,little,white,coconut,chocolate syrup,4.0
irish coffee,single,little,white,coconut,strawberry syrup,4.0
irish coffee,single,little,white,coconut,caramel syrup,4.0
irish coffee,single,little,white,coconut,hazelnut syrup,4.0
irish coffee,single,little,white,coconut,vanilla syrup,4.0
irish coffee,single,little,white,coconut,cinnamon powder,3.7
irish coffee,single,little,white,coconut,chocolate powder,3.7
irish coffee,single,little,white,oat,,3.7
irish coffee,single,little,white,oat,chocolate syrup,4.0
irish coffee,single,little,white,oat,strawberry syrup,4.0
irish coffee,single,little,white,oat,caramel syrup,4.0
irish coffee,single,little,white,oat,hazelnut syrup,4.0
irish coffee,single,little,white,oat,vanilla syrup,4.0
irish coffee,single,little,white,oat,cinnamon powder,3.7
irish coffee,single,little,white,oat,chocolate powder,3.7
irish coffee,single,little,brown,,,3.3000000000000003
irish coffee,single,little,brown,,chocolate syrup,3.6
irish coffee,single,little,brown,,strawberry syrup,3.6
irish coffee,single,little,brown,,caramel syrup,3.6
irish coffee,single,little,brown,,hazelnut syrup,3.6
irish coffee,single,little,brown,,vanilla syrup,3.6
irish coffee,single,little,brown,,cinnamon powder,3.3000000000000003
irish coffee,single,little,brown,,chocolate powder,3.3000000000000003
irish coffee,single,little,brown,fresh,,3.3000000000000003
irish coffee,single,little,brown,fresh,chocolate syrup,3.6
irish coffee,single,little,brown,fresh,strawberry syrup,3.6
irish coffee,single,little,brown,fresh,caramel syrup,3.6
irish coffee,single,little,brown,fresh,hazelnut syrup,3.6
irish coffee,single,little,brown,fresh,vanilla syrup,3.6
irish coffee,single,little,brown,fresh,cinnamon powder,3.3000000000000003
irish coffee,single,little,brown,fresh,chocolate powder,3.3000000000000003
irish coffee,single,little,brown,evapore,,3.3000000000000003
irish coffee,single,little,brown,evapore,chocolate syrup,3.6
irish coffee,single,little,brown,evapore,strawberry syrup,3.6
irish coffee,single,little,brown,evapore,caramel syrup,3.6
irish coffee,single,little,brown,evapore,hazelnut syrup,3.6
irish coffee,single,little,brown,evapore,vanilla syrup,3.6
irish coffee,single,little,brown,evapore,cinnamon powder,3.3000000000000003
irish coffee,single,little,brown,evapore,chocolate powder,3.3000000000000003
irish coffee,single,little,brown,almond,,3.7
irish coffee,single,little,brown,almond,chocolate syrup,4.0
